callType,numberPhone,start,end
01,75459144125,20230524044050,20230524055623
01,76059048771,20230520050804,20230520063847
02,79541156661,20230502023201,20230502023401
01,74498841869,20230520012024,20230520040630
01,76332094793,20230523143404,20230523153417
02,75747451237,20230527170356,20230527170652
02,74945961295,20230529051254,20230529051544
01,72074725124,20230523024923,20230523042322
01,76545936200,20230528113727,20230528115642
02,71567557398,20230514091621,20230514121140
01,74695929132,20230520162149,20230520180237
02,76298240074,20230503113456,20230503135243
01,72642575109,20230519200108,20230519211105
01,77002226790,20230531130047,20230531155135
02,74528153561,20230519173059,20230519201342
01,71945668145,20230509012128,20230509015920
02,79259997139,20230518135248,20230518140626
01,76658580726,20230506022851,20230506032618
01,75643963090,20230525084214,20230525090226
02,77776406489,20230512062041,20230512073300
01,78236611427,20230519140047,20230519150005
02,78999129305,20230515230343,20230516014327
01,71546722640,20230519053805,20230519060144
02,71128714471,20230510031729,20230510055347
02,77843120904,20230514230201,20230515004530
01,71168033644,20230521115451,20230521124216
02,77755385674,20230513001756,20230513013659
02,77094643467,20230531173736,20230531175841
01,71459167975,20230507234220,20230508002102
02,74528153561,20230504093434,20230504115602
02,71347939865,20230523215431,20230523231002
01,79419957779,20230505101348,20230505112907
01,73283614061,20230507170117,20230507183635
01,77606808696,20230525204719,20230525220726
02,72143681816,20230511194936,20230511195113
01,74599721594,20230531194520,20230531194713
01,71844557621,20230519085535,20230519114803
01,76147499273,20230506193614,20230506222015
01,73217587509,20230507141944,20230507150316
01,73748617423,20230526061805,20230526063331
02,79576008665,20230507085100,20230507093329
02,71089911285,20230503130358,20230503145236
02,73975668820,20230529202355,20230529225921
02,79439493662,20230502075417,20230502091555
01,71622268852,20230516071917,20230516080830
01,78782540855,20230517144046,20230517144436
01,74266193507,20230515222030,20230516003325
02,76147499273,20230523080423,20230523090622
02,77573312997,20230517062357,20230517074226
01,74433899350,20230514034854,20230514064709
02,72871783141,20230531155745,20230531164029
01,72024357238,20230502231125,20230503001728
01,73574779392,20230512183749,20230512204532
02,75427878372,20230518152320,20230518171642
01,71003834681,20230530060207,20230530061514
01,74228408375,20230512053812,20230512054047
02,78743963981,20230527091418,20230527100149
01,71967812694,20230518134123,20230518162923
02,77594556215,20230519232219,20230520014546
02,73753340882,20230522160946,20230522174748
01,75417856261,20230516193040,20230516202647
02,78401626251,20230530125511,20230530135554
02,78741285161,20230507152735,20230507170714
01,71013452989,20230510180328,20230510190122
02,74683792303,20230515135421,20230515151018
02,79537470138,20230515005304,20230515031906
02,73468611184,20230506042534,20230506071312
02,78111626365,20230530003416,20230530030643
02,76285129606,20230515193709,20230515194727
02,79956601127,20230501013145,20230501020617
02,77905102371,20230527202654,20230527230155
02,78413098543,20230525223045,20230525230710
02,72074725124,20230526105214,20230526113338
02,78074274630,20230525021418,20230525032549
02,79698504096,20230504103415,20230504130253
01,75223665666,20230503100601,20230503115518
02,78911633758,20230527135140,20230527150501
02,76198156696,20230516235331,20230517005428
01,75711000578,20230514011828,20230514020006
01,72841057630,20230510222736,20230511010449
01,73151066246,20230525155749,20230525162236
01,76148606622,20230531003258,20230531004001
01,72841057630,20230501120440,20230501135216
02,73945295096,20230517035706,20230517041152
02,72445384307,20230517024146,20230517024623
01,74043617690,20230507063240,20230507083706
02,78316035342,20230511094526,20230511110329
02,75231061193,20230504170639,20230504181354
01,72281954896,20230516080600,20230516081103
02,71319233446,20230511085220,20230511090726
01,75357368069,20230513102559,20230513113039
02,71073390466,20230511144434,20230511161346
01,76166297480,20230511143222,20230511165413
01,74462925352,20230503003423,20230503024744
01,78017489596,20230531161022,20230531165544
01,72203705215,20230517100811,20230517113359
02,76816042037,20230506175344,20230506181609
02,77451176486,20230512130746,20230512151408
02,78558788447,20230517011224,20230517030315
02,76628686378,20230529135641,20230529162855
02,75704120435,20230514185802,20230514193644
02,77976109195,20230510104154,20230510125355
02,74864734952,20230506045641,20230506062227
01,71458730635,20230515071719,20230515092630
02,79704716898,20230518225838,20230518231947
01,71173813293,20230526231159,20230527010730
02,71338614845,20230516055920,20230516063735
02,76163050309,20230527124958,20230527140935
01,76333788396,20230506234130,20230507012005
02,74462966742,20230518204820,20230518224403
02,74465039493,20230518085627,20230518110229
01,77355774798,20230520223804,20230521011125
02,76222555048,20230526195348,20230526214307
01,71737426126,20230520115506,20230520133321
01,71543723846,20230520021605,20230520030140
02,71827754172,20230520184000,20230520205204
01,71091538844,20230527012954,20230527015453
01,79928784608,20230511180150,20230511191239
02,75738237366,20230502085548,20230502114925
02,77594556215,20230503151936,20230503181332
01,78316035342,20230517164402,20230517173932
01,74462966742,20230510041103,20230510060210
02,73623967362,20230527192649,20230527221455
01,71785827015,20230522214157,20230522221918
01,71155447409,20230520164743,20230520183309
02,72464072658,20230503144118,20230503171359
01,73717774758,20230523100032,20230523125516
01,79375650675,20230502043456,20230502061255
01,74272569142,20230531012401,20230531021503
01,77653484810,20230523212616,20230523230336
01,75636208388,20230519083812,20230519084514
02,76095228732,20230509225635,20230510014108
01,71669876723,20230501121201,20230501121439
02,74074354663,20230506080904,20230506084655
02,76333788396,20230527013518,20230527014846
02,79226216566,20230505075354,20230505084820
01,78954430622,20230531100059,20230531100359
02,74196652796,20230510100841,20230510104333
01,73781920701,20230519025223,20230519050738
02,79715134269,20230519040200,20230519060240
01,77174870718,20230522134941,20230522144835
02,76912003993,20230513192933,20230513220822
02,76875136392,20230521160256,20230521162546
01,73217587509,20230514212040,20230515000155
02,71398585342,20230516063559,20230516084453
01,72816531682,20230528200555,20230528214454
01,79422404957,20230513161308,20230513184538
01,72024357238,20230528173414,20230528200825
02,75637573511,20230508014545,20230508023633
02,75337824523,20230512131419,20230512160416
02,71832834350,20230509020726,20230509030502
02,79541156661,20230515092355,20230515094703
01,74826500219,20230531190012,20230531210127
01,74946851910,20230508031206,20230508050055
01,74844840049,20230507014115,20230507014655
01,72843214072,20230505065252,20230505071123
01,75829589136,20230508000000,20230508011723
02,77046375915,20230512211519,20230512214858
02,71561594555,20230502125349,20230502130359
02,79284129322,20230503043502,20230503061132
01,78272928323,20230505143811,20230505165224
02,71327364225,20230524233304,20230525000500
01,73233510288,20230525234621,20230526011349
01,79628879600,20230503041514,20230503051545
01,76046476325,20230514124315,20230514132314
01,72281954896,20230504105223,20230504131622
01,76545936200,20230505012019,20230505041520
02,77094643467,20230516021648,20230516031113
01,79439493662,20230507232436,20230508012045
02,71474515757,20230515125243,20230515140636
01,74238851704,20230510145225,20230510171129
01,77309800893,20230530175453,20230530183644
01,77272068713,20230514161656,20230514164257
01,78413927053,20230514101037,20230514123141
01,75427878372,20230524130546,20230524140004
02,78911633758,20230519022838,20230519051759
02,74313585134,20230523032153,20230523035941
02,71785827015,20230522030922,20230522040701
01,77337252551,20230505132232,20230505162017
02,71855285105,20230531120435,20230531141751
01,71879411133,20230504011311,20230504020152
01,74465039493,20230525235913,20230526024633
01,75223665666,20230511233518,20230512014048
01,72574050298,20230514052058,20230514075038
01,79175721470,20230514181804,20230514210355
01,73713556653,20230528134630,20230528142431
01,74257793273,20230527190153,20230527204903
01,75711000578,20230528061715,20230528075925
02,73554282992,20230515052417,20230515053151
01,73547644898,20230529044712,20230529073101
02,74401428097,20230503111131,20230503113534
02,74945990275,20230517031028,20230517035547
02,71484146952,20230523213736,20230523213811
01,74087803866,20230512155006,20230512184314
02,79368645741,20230511183045,20230511194900
01,73217587509,20230514023030,20230514043103
02,76622171278,20230523062746,20230523074209
02,77371135760,20230528160719,20230528180046
01,71285700831,20230506021755,20230506041502
01,73748617423,20230531163819,20230531174126
02,77987449518,20230501120211,20230501123651
01,76983680240,20230523172111,20230523175207
01,72254350142,20230509190500,20230509215348
02,77755385674,20230503053744,20230503080947
01,73921378807,20230528101134,20230528101843
01,74126444860,20230518184434,20230518191716
02,78435364043,20230504231513,20230504235128
02,73649540418,20230529180108,20230529200744
01,78699860437,20230506084454,20230506103310
01,71449672082,20230501190118,20230501205719
02,73934996428,20230501231832,20230502000734
02,78952849385,20230514075120,20230514081349
02,72217194493,20230523022255,20230523043939
01,76969079526,20230517184636,20230517200442
02,75487718131,20230507203838,20230507215453
02,77231261239,20230531004920,20230531021209
02,79238519201,20230521094633,20230521114614
02,72148441021,20230514114841,20230514135607
01,78043667866,20230519085739,20230519112600
02,73806731844,20230503040318,20230503051900
02,74296855622,20230503014138,20230503020521
02,75459144125,20230531152500,20230531160711
02,74148470142,20230510183438,20230510201920
02,77432775470,20230525102106,20230525112139
02,78999129305,20230518211909,20230518234540
02,75784116599,20230526192738,20230526212624
01,78494215091,20230509183214,20230509212941
02,75204915344,20230520135427,20230520165204
02,72024357238,20230508145558,20230508155302
02,73411863956,20230506001343,20230506003115
02,77046375915,20230503190351,20230503193733
01,78751155960,20230526205840,20230526232543
01,76166297480,20230524025614,20230524044331
02,77538378640,20230528160411,20230528190155
01,74917857954,20230524175121,20230524190903
02,76714442294,20230526010137,20230526010635
01,72804886269,20230507160038,20230507184216
01,73618207677,20230513123809,20230513140638
02,71385020179,20230503220432,20230504000927
01,74926230420,20230517134943,20230517161006
02,74267570338,20230516141501,20230516151245
02,72378637419,20230501064407,20230501080705
01,74266193507,20230529103606,20230529120421
02,77438273526,20230509022246,20230509044649
01,79163415994,20230506124444,20230506152206
01,77067194678,20230530085710,20230530085954
01,72635950112,20230510133910,20230510142410
02,79439493662,20230514170824,20230514172040
02,73159061805,20230518022251,20230518033403
02,77474010838,20230508014842,20230508023818
02,76728068721,20230513065628,20230513093729
01,73137136543,20230508064634,20230508082922
01,75318591891,20230531225012,20230531235123
01,74007184283,20230508035938,20230508043756
01,71855285105,20230501013625,20230501020230
01,71669876723,20230510185612,20230510215543
02,76739622691,20230530114842,20230530132650
02,78435364043,20230507114647,20230507130127
01,74571383478,20230527100825,20230527125917
01,79537470138,20230518130627,20230518143341
02,75358425637,20230515142418,20230515144903
01,79528100672,20230523090320,20230523112639
01,77377905367,20230519005845,20230519020330
01,79823386317,20230507195322,20230507223225
01,73585773389,20230527151751,20230527180116
01,71491587141,20230504234100,20230505010220
01,75845216585,20230504085749,20230504095145
01,76628686378,20230516191632,20230516203049
02,77812094020,20230512201549,20230512211503
02,75839744770,20230529090231,20230529105320
01,75054965181,20230519042502,20230519044201
02,78272928323,20230518043915,20230518064611
01,71737426126,20230529075829,20230529100354
02,76152078944,20230507222301,20230508002313
02,76267221337,20230519102956,20230519131430
01,77421305726,20230531134641,20230531135314
01,72335297182,20230508015547,20230508024145
01,75518700416,20230523143359,20230523150844
02,75884979931,20230529072750,20230529082857
01,75552428547,20230515143446,20230515164601
01,78183175966,20230501203120,20230501214433
01,75262331423,20230519015806,20230519022123
02,78933435249,20230529014856,20230529021701
02,76369842982,20230501184954,20230501185228
02,78466062345,20230524112109,20230524141142
01,73771504935,20230525111836,20230525134159
02,74266193507,20230527230440,20230527232523
02,72224240226,20230528043528,20230528061542
01,73271609333,20230525051542,20230525071034
01,78033239724,20230504130358,20230504140319
02,71844557621,20230520130651,20230520152035
01,73998694394,20230524040122,20230524060423
02,71764332315,20230521203902,20230521215953
01,75622023520,20230516122514,20230516125349
01,75044785846,20230511075240,20230511103057
02,78035695737,20230518075146,20230518102856
01,72072886311,20230528113718,20230528125929
02,76298240074,20230530205139,20230530222600
01,73046122424,20230511210130,20230511224828
01,78811350544,20230520080234,20230520105424
02,78202621176,20230501085032,20230501092218
02,78871009771,20230515015221,20230515023518
01,77385972537,20230524074843,20230524092156
01,74428826835,20230510165256,20230510165712
02,72202491853,20230518020843,20230518030739
01,73618207677,20230514054138,20230514070812
01,78762998936,20230514104134,20230514125835
02,75925488906,20230510184717,20230510202623
01,79069342146,20230512124745,20230512135911
01,79526129185,20230503150554,20230503170124
01,76494926767,20230521133058,20230521162526
01,79928784608,20230523070503,20230523100014
02,79541156661,20230513201428,20230513224517
02,76046476325,20230511043947,20230511053856
01,76534353651,20230506044541,20230506051305
01,73934254914,20230527141426,20230527151415
01,74848926476,20230519023318,20230519031525
01,77337252551,20230519134426,20230519140532
01,79712343775,20230521154305,20230521160803
01,71567557398,20230530231326,20230531014222
02,79665385109,20230528122921,20230528140617
02,76236446526,20230529202142,20230529225012
01,71567557398,20230515114816,20230515132136
01,79179256795,20230527135311,20230527162050
01,75357368069,20230513052834,20230513071229
01,71416018721,20230506022902,20230506051551
01,76294581797,20230507123342,20230507130230
01,73649540418,20230526220111,20230527000015
01,75977395603,20230527065321,20230527080148
01,79281120199,20230531112259,20230531114611
01,79034479254,20230522213624,20230523001115
02,76215841410,20230523030723,20230523030950
01,74257793273,20230531030111,20230531034032
02,77421305726,20230512110144,20230512131956
01,75126015462,20230518212007,20230518212604
01,71546722640,20230528073720,20230528081047
02,75171372847,20230506074725,20230506082808
02,71706939698,20230524104152,20230524112322
01,71762356387,20230517024029,20230517034621
02,79298535055,20230503103521,20230503114928
01,72336238627,20230504140557,20230504154720
02,78163181003,20230507165544,20230507185714
01,72254350142,20230505182634,20230505184159
01,72635950112,20230518065302,20230518082921
01,73126298374,20230505171034,20230505181319
02,78119528005,20230510224532,20230510231413
01,78351463282,20230513161152,20230513164651
02,78316035342,20230520021202,20230520025328
01,73363450087,20230510231324,20230511000132
02,71637260174,20230531160539,20230531185216
01,75452983616,20230517123303,20230517143949
01,71827754172,20230502063605,20230502070541
01,76147499273,20230505011922,20230505033849
02,75227542722,20230511061043,20230511072648
01,75234492277,20230504100741,20230504122856
01,74012179041,20230530082121,20230530110017
01,75648273304,20230524095615,20230524113444
02,72358483682,20230502165040,20230502170928
01,78106186041,20230516071624,20230516094928
02,79404302234,20230531002026,20230531005309
01,72336238627,20230524055150,20230524081313
01,79759482634,20230518043454,20230518062220
01,74358352753,20230523130814,20230523135057
02,75886904111,20230518054503,20230518071928
02,78111626365,20230505134919,20230505144149
01,72984881663,20230525210514,20230525225024
01,78056907538,20230524112857,20230524133208
02,75759663472,20230519202130,20230519223100
01,75272379453,20230518001217,20230518023807
01,75884304012,20230514140711,20230514164443
01,72108395929,20230505163620,20230505173728
02,72642575109,20230526014057,20230526033424
01,78435364043,20230518150734,20230518160301
01,77568834625,20230502043245,20230502045758
01,72254350142,20230509162924,20230509174259
01,71416018721,20230525183852,20230525213749
02,71417407207,20230503091251,20230503092238
01,73099962502,20230504234648,20230505001301
01,75845285268,20230506155418,20230506175752
02,75171372847,20230529190936,20230529204335
02,77201342455,20230515140032,20230515154357
02,72108395929,20230528084137,20230528101547
02,75231061193,20230525071417,20230525092846
01,76033088687,20230515013717,20230515014956
02,77094643467,20230523185948,20230523190116
01,71199191784,20230503004944,20230503030727
02,77987449518,20230503072648,20230503075221
02,76001044819,20230522145506,20230522161500
02,77905102371,20230524043451,20230524043549
01,73863374607,20230518005312,20230518035007
01,71355262640,20230525164507,20230525194047
02,72615063473,20230504110400,20230504131308
01,79484535993,20230505030950,20230505033743
01,76104125497,20230510070107,20230510081715
02,78111626365,20230520124232,20230520141907
02,72864464145,20230522132847,20230522150449
01,73661340687,20230527174448,20230527182414
01,71852127169,20230524220437,20230524232515
01,79489851211,20230521065744,20230521080525
02,78677009905,20230524003541,20230524010958
02,79533051899,20230510055603,20230510080656
02,71827754172,20230521113856,20230521140020
01,74202848786,20230510162628,20230510164918
02,74549544635,20230510112008,20230510115304
01,75533580710,20230507132639,20230507145121
01,74994209538,20230530000310,20230530005223
01,72108395929,20230523191231,20230523192627
02,73097661215,20230513083951,20230513085645
01,71818542069,20230517223500,20230518012322
02,73969827551,20230501114315,20230501122447
01,73969827551,20230531201452,20230531205137
02,76457876746,20230501211629,20230501224544
01,75518700416,20230522214257,20230522225230
02,72351300630,20230502191306,20230502200232
01,79676094387,20230514164432,20230514170129
01,77029616276,20230520212146,20230521001108
01,71582017908,20230512100523,20230512113945
02,79262607777,20230504153016,20230504160424
02,73576725310,20230520115851,20230520144744
02,77272068713,20230512192030,20230512212219
02,76859315314,20230503151731,20230503175021
01,74606517716,20230514090938,20230514100249
02,71385020179,20230523173613,20230523174107
01,77238809848,20230515091242,20230515105451
02,74695929132,20230507181038,20230507200515
02,79801412605,20230515024057,20230515043302
02,74007184283,20230501031438,20230501031951
02,74937784396,20230522190144,20230522214605
01,72801827363,20230525100257,20230525103018
01,76887163967,20230513221752,20230514002637
01,75279494006,20230514122737,20230514143553
01,73203051216,20230504170214,20230504170338
01,71706939698,20230520155138,20230520174558
01,71464626102,20230526121145,20230526132149
01,79692848971,20230501234407,20230502010829
01,72654615912,20230527205009,20230527234833
02,73151066246,20230527131858,20230527152723
01,75843285631,20230520091734,20230520112051
01,78751155960,20230518235430,20230519014346
01,74272569142,20230520170728,20230520191011
02,79177681043,20230503165353,20230503173050
01,71275510240,20230515153227,20230515175446
01,74126444860,20230531204642,20230531230155
02,72615063473,20230512133827,20230512160111
02,78033239724,20230512092233,20230512104636
02,76775686031,20230515220455,20230516000824
01,76294581797,20230502205052,20230502233738
01,78952849385,20230520061343,20230520090446
02,72729083022,20230526090927,20230526101347
01,73732864607,20230515011636,20230515024911
01,77588550346,20230529152014,20230529181743
02,71948704003,20230503094505,20230503100822
01,74257793273,20230511215112,20230512001709
02,78056907538,20230504203943,20230504205937
01,75472072755,20230513075035,20230513093607
01,72864464145,20230523192945,20230523214849
01,78898752764,20230504033041,20230504051734
02,71291181620,20230519135621,20230519141342
01,76955203772,20230504044409,20230504044608
01,74433899350,20230512200915,20230512220701
02,74695929132,20230523053726,20230523083615
01,79711161558,20230505105328,20230505132611
02,79907463717,20230527183059,20230527185153
01,71165374670,20230523060342,20230523080207
02,79262607777,20230530105500,20230530121347
02,71545649140,20230521061210,20230521074027
01,79328308676,20230520005259,20230520020002
01,72595285293,20230510105450,20230510110818
01,76914559776,20230530231915,20230531003430
01,72642575109,20230506012343,20230506020714
01,76738350567,20230531203708,20230531231302
01,72273961305,20230512211022,20230512224823
02,74126444860,20230521220957,20230522002829
01,73134073423,20230530054215,20230530055248
02,77432775470,20230511201127,20230511213135
02,75637573511,20230530180650,20230530191815
01,71622268852,20230520095850,20230520102411
02,78359948886,20230523182525,20230523191251
01,79704716898,20230526051833,20230526055441
01,76369842982,20230523112854,20230523125150
02,73084958568,20230529155450,20230529161316
02,74878355771,20230514041252,20230514060629
01,74296855622,20230501050546,20230501051559
01,71225712195,20230506070606,20230506093931
01,71945668145,20230510175536,20230510192259
01,78545767175,20230519112747,20230519122036
02,79996437207,20230531174216,20230531200639
01,74287482666,20230516024331,20230516032257
01,79075522046,20230505210120,20230505233943
01,78686128637,20230502205414,20230502232248
02,76605949257,20230510024547,20230510040612
02,76251215741,20230512073003,20230512084306
01,78733272388,20230517204151,20230517222836
02,73162628236,20230501042026,20230501042512
01,78782540855,20230522071935,20230522090515
01,79463946325,20230522204026,20230522231522
01,78166418311,20230520034358,20230520055301
01,75054965181,20230526101735,20230526114854
02,71039935738,20230507225732,20230507230340
01,74799121080,20230507201940,20230507211604
02,75784116599,20230502141652,20230502160636
01,71844557621,20230502133307,20230502135022
02,74196652796,20230526012209,20230526021356
01,71145911510,20230511045855,20230511064331
02,78873894384,20230510163920,20230510185900
01,71785827015,20230526032518,20230526045521
01,77741385969,20230512222623,20230512231647
01,72332024578,20230528192152,20230528220448
02,73411863956,20230502034409,20230502060054
01,76357407284,20230513072555,20230513093015
02,74571383478,20230527180029,20230527180059
01,76911016103,20230502023534,20230502023651
01,79163415994,20230510093910,20230510120949
02,79801412605,20230512001411,20230512015851
02,71998178511,20230529065604,20230529070228
01,78629586483,20230508012839,20230508021826
01,77309157800,20230516143026,20230516164505
01,76806636825,20230511192029,20230511214534
01,72249704431,20230508092317,20230508112112
01,77538378640,20230512012728,20230512014252
01,76642234016,20230516010418,20230516025141
02,77538378640,20230513074417,20230513074830
01,72035697287,20230519074559,20230519083625
01,76739622691,20230524232230,20230525014342
01,71622268852,20230506020031,20230506035743
02,76578802522,20230522164434,20230522193909
02,74879807192,20230528175857,20230528201956
01,75622023520,20230521054856,20230521073918
01,74855970840,20230529104444,20230529123402
01,74401428097,20230510085105,20230510101643
01,75985456386,20230531095324,20230531101533
01,76734394126,20230512174041,20230512175027
02,74994209538,20230515041450,20230515052451
01,79443519260,20230507071408,20230507090950
01,79628879600,20230528100823,20230528112612
01,72546214832,20230509153104,20230509171042
01,76095228732,20230512190452,20230512202645
01,78543957748,20230509132919,20230509151242
01,72935761612,20230510161903,20230510185538
02,72576751803,20230527165944,20230527184626
01,75347833700,20230530131259,20230530153316
02,75573501621,20230513203234,20230513222932
01,74582654927,20230529005057,20230529005554
02,71637595894,20230512172552,20230512201518
01,79281120199,20230501230025,20230502005611
02,76628686378,20230516223339,20230517005956
01,73065664527,20230514090114,20230514093944
01,73468611184,20230505104723,20230505122325
02,77046375915,20230503133718,20230503161406
02,76369842982,20230528005342,20230528034635
01,71541557180,20230524182656,20230524204239
02,72018948402,20230505153423,20230505174822
01,79894743696,20230508164553,20230508185009
02,77228449333,20230530165616,20230530183705
01,77916194253,20230525010101,20230525012054
01,75193976142,20230509113427,20230509115226
01,71035287915,20230526013953,20230526021805
02,77653484810,20230504051328,20230504060846
01,72165192388,20230511150451,20230511174855
02,79404302234,20230516225454,20230517011014
02,71291181620,20230503190641,20230503213425
01,75518700416,20230517135531,20230517151522
01,74103725995,20230513124604,20230513151534
02,79572627678,20230526205526,20230526215505
02,73863374607,20230510101735,20230510110421
01,71615713799,20230510023302,20230510041843
01,72881554591,20230522215559,20230523000544
01,79111362422,20230530165650,20230530190605
01,72165199794,20230527120442,20230527124332
02,78999129305,20230503185228,20230503194819
02,73203051216,20230520053642,20230520064927
01,78744579200,20230501215938,20230502000931
01,75118003540,20230529145610,20230529153233
01,77884947684,20230502022841,20230502042513
01,77029616276,20230531103948,20230531121657
01,78452421538,20230529043145,20230529071251
01,79399098202,20230510212057,20230511000849
02,74342112854,20230511101910,20230511121528
02,74746211878,20230511151217,20230511170844
02,79248135094,20230512045102,20230512065132
02,75642604586,20230519052810,20230519070804
02,73076395583,20230528081227,20230528095353
02,75636077196,20230528024217,20230528051409
01,75262331423,20230510184453,20230510200707
02,74428428344,20230531104512,20230531123923
01,78336124154,20230504062138,20230504082114
02,73383199407,20230527185221,20230527192427
01,79628879600,20230506130330,20230506155006
02,79801412605,20230513174101,20230513201354
02,76912003993,20230514015354,20230514023654
02,75204915344,20230509031400,20230509034121
01,74983775105,20230525231500,20230526021446
02,74972191497,20230520063535,20230520084024
01,79907463717,20230514122451,20230514151922
02,79439493662,20230511150611,20230511161942
01,72368249817,20230514225249,20230514234157
01,71319233446,20230516214131,20230516220904
02,79346128125,20230528091252,20230528120644
01,74596439007,20230504190711,20230504192636
01,74716963835,20230502130756,20230502133445
01,71886900639,20230525224117,20230525232805
02,77231261239,20230518202830,20230518232729
01,77812094020,20230524025319,20230524053642
01,76684435787,20230515201659,20230515211141
01,73294342024,20230524065241,20230524094624
02,77371135760,20230514132905,20230514153019
02,73863374607,20230512201554,20230512220452
01,73046122424,20230515033953,20230515045112
01,74907785826,20230524021545,20230524042323
01,77938677705,20230511192644,20230511202627
01,71582017908,20230523191703,20230523192544
02,79175721470,20230518203321,20230518221343
02,73718896259,20230523161937,20230523184728
01,75526693434,20230504214431,20230505001000
02,74716963835,20230506045342,20230506052208
02,79526129185,20230509191745,20230509195919
02,75452983616,20230509183803,20230509203017
02,75234492277,20230507213841,20230507232849
02,76457876746,20230524231338,20230525015736
02,75126015462,20230530084047,20230530101209
02,78741285161,20230524151900,20230524172349
02,78897263751,20230512084356,20230512102419
01,71582017908,20230526230639,20230526232755
02,75698253318,20230514064846,20230514070705
01,76095197978,20230505093334,20230505110134
02,75641481971,20230523005313,20230523030235
01,79177681043,20230515141850,20230515143608
02,78933562920,20230512091657,20230512114853
01,78032677316,20230504123404,20230504152709
02,74495974929,20230513143058,20230513160613
01,72654615912,20230521211427,20230521225511
01,71175482653,20230520182453,20230520200123
01,76166297480,20230521170030,20230521194135
01,75181644685,20230514065248,20230514071510
02,79921251756,20230517052644,20230517070457
02,77278523567,20230503015954,20230503022453
01,74926230420,20230521091530,20230521094504
01,77306147467,20230507070035,20230507074021
01,75656739971,20230507055556,20230507073147
01,75357368069,20230515023102,20230515030052
02,71811001143,20230515181148,20230515194734
02,78478813208,20230530102317,20230530113804
02,77371135760,20230525155437,20230525174055
02,73592232726,20230501035425,20230501065113
02,76728068721,20230513093420,20230513115835
01,79262607777,20230521192453,20230521213215
02,72732634606,20230506051717,20230506080250
02,73841739318,20230516063033,20230516065546
01,72378637419,20230521173723,20230521195623
02,75231061193,20230510112827,20230510113647
01,73064884148,20230521080508,20230521093703
01,74642840928,20230515001357,20230515015806
02,71682203440,20230508231259,20230509002458
01,79281120199,20230530175258,20230530185658
01,78056907538,20230530175941,20230530190235
02,75066310820,20230503211453,20230503232411
02,79996437207,20230521021827,20230521043042
02,79161953795,20230510225402,20230511004404
02,77557583536,20230515150117,20230515165215
02,75279494006,20230503191348,20230503214518
02,79921251756,20230523051203,20230523065558
01,77125243146,20230502130139,20230502130529
01,73718896259,20230528071311,20230528092156
01,79996437207,20230501051816,20230501055536
01,74945990275,20230528153546,20230528174743
01,71319233446,20230528050224,20230528060708
01,79676094387,20230525163150,20230525183431
02,75198541714,20230525095151,20230525122625
01,71832834350,20230515214426,20230516003458
02,71484146952,20230519040938,20230519053554
01,77306147467,20230506184012,20230506205044
01,75747451237,20230505034310,20230505060206
02,78733272388,20230527130611,20230527132118
02,78067136487,20230509143530,20230509150046
02,72447217847,20230524175951,20230524192049
02,73748617423,20230508064319,20230508090608
02,76562113472,20230507133309,20230507151537
02,73084958568,20230502223854,20230502230730
02,74218502060,20230503232427,20230503234824
01,77776406489,20230515181353,20230515204026
02,73411863956,20230525211220,20230525235041
01,79698504096,20230504082712,20230504101443
01,73885690829,20230525232604,20230526001556
02,79348540035,20230517003039,20230517024350
01,77837477704,20230506174942,20230506181631
01,73165161835,20230512041025,20230512042617
01,72816531682,20230509063406,20230509075312
01,77653484810,20230528230833,20230529011021
01,74148470142,20230524232724,20230525002455
02,77167015296,20230517130948,20230517155223
02,74946592818,20230519041939,20230519042549
02,76042521011,20230522152152,20230522162815
01,71491587141,20230502185215,20230502211403
01,71948704003,20230516103125,20230516103721
01,76969079526,20230517111312,20230517131350
01,76198408862,20230514150220,20230514151834
02,77974655127,20230506033320,20230506044130
02,78677009905,20230505022440,20230505040825
01,79006971317,20230529191432,20230529202355
01,79808532610,20230510084129,20230510095423
01,73203051216,20230525090119,20230525091740
02,79385020951,20230524231132,20230525005904
01,77309157800,20230515063634,20230515064343
02,77943198646,20230504122109,20230504143323
02,72665053436,20230515163757,20230515184603
02,72665053436,20230530041551,20230530043141
01,76943937257,20230513022809,20230513050353
01,73134073423,20230521005734,20230521023901
02,78074274630,20230527130917,20230527144611
01,75186071967,20230521060029,20230521082902
01,72343200184,20230508115009,20230508121822
02,71057428455,20230530061321,20230530080417
01,78898752764,20230514001307,20230514003143
02,73717774758,20230512095837,20230512115550
02,79557438322,20230524002337,20230524030442
01,75459144125,20230511131634,20230511144219
02,75704120435,20230517052057,20230517063645
01,71586778271,20230501130257,20230501151615
02,72875764175,20230514100614,20230514115216
01,79966073431,20230507215151,20230507231309
02,76251215741,20230524060004,20230524080628
01,74746211878,20230530152023,20230530172150
01,76059048771,20230520193454,20230520210349
02,79915229968,20230527223115,20230528011644
01,74926230420,20230520131835,20230520145408
02,77515304551,20230502134357,20230502160246
02,73666573496,20230529174057,20230529181204
01,77184944770,20230530140543,20230530154727
02,71484146952,20230507113730,20230507132716
02,72224240226,20230525145327,20230525162727
02,72328075739,20230502215820,20230502222906
01,78036290593,20230505092715,20230505104830
02,71348054462,20230510231907,20230511002450
02,74428826835,20230524195252,20230524212843
02,78911633758,20230501022930,20230501034514
02,75501572983,20230517154917,20230517170249
